province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
,Singapore,2020-11-21,1.2833,103.8333,POINT(103.8333 1.2833),58148,28,58064,56,,,Singapore
,Singapore,2021-03-31,1.2833,103.8333,POINT(103.8333 1.2833),60381,30,60149,202,,,Singapore
,Singapore,2021-07-14,1.2833,103.8333,POINT(103.8333 1.2833),62804,36,62467,301,,,Singapore
,Singapore,2022-07-11,1.2833,103.8333,POINT(103.8333 1.2833),1534799,1432,,,,,Singapore
,Singapore,2020-03-22,1.2833,103.8333,POINT(103.8333 1.2833),455,2,144,309,,,Singapore
,Singapore,2021-06-26,1.2833,103.8333,POINT(103.8333 1.2833),62530,36,62181,313,,,Singapore
,Singapore,2022-01-24,1.2833,103.8333,POINT(103.8333 1.2833),316774,848,,,,,Singapore
,Singapore,2021-11-30,1.2833,103.8333,POINT(103.8333 1.2833),264725,718,,,,,Singapore
,Singapore,2021-08-26,1.2833,103.8333,POINT(103.8333 1.2833),66928,52,,,,,Singapore
,Singapore,2020-08-12,1.2833,103.8333,POINT(103.8333 1.2833),55395,27,50520,4848,,,Singapore
,Singapore,2021-09-08,1.2833,103.8333,POINT(103.8333 1.2833),69582,56,,,,,Singapore
,Singapore,2022-04-06,1.2833,103.8333,POINT(103.8333 1.2833),1123886,1287,,,,,Singapore
,Singapore,2022-05-16,1.2833,103.8333,POINT(103.8333 1.2833),1240233,1366,,,,,Singapore
,Singapore,2020-07-30,1.2833,103.8333,POINT(103.8333 1.2833),51809,27,46308,5474,,,Singapore
,Singapore,2020-05-19,1.2833,103.8333,POINT(103.8333 1.2833),28794,22,10365,18407,,,Singapore
,Singapore,2021-08-14,1.2833,103.8333,POINT(103.8333 1.2833),66119,44,,,,,Singapore
,Singapore,2020-10-30,1.2833,103.8333,POINT(103.8333 1.2833),58003,28,57909,66,,,Singapore
,Singapore,2022-09-20,1.2833,103.8333,POINT(103.8333 1.2833),1879806,1609,,,,,Singapore
,Singapore,2020-03-02,1.2833,103.8333,POINT(103.8333 1.2833),108,0,78,,,,
,Singapore,2022-07-04,1.2833,103.8333,POINT(103.8333 1.2833),1473180,1419,,,,,Singapore
,Singapore,2021-12-24,1.2833,103.8333,POINT(103.8333 1.2833),277307,820,,,,,Singapore
,Singapore,2021-01-24,1.2833,103.8333,POINT(103.8333 1.2833),59308,29,59041,238,,,Singapore
,Singapore,2021-11-02,1.2833,103.8333,POINT(103.8333 1.2833),204340,430,,,,,Singapore
,Singapore,2020-10-17,1.2833,103.8333,POINT(103.8333 1.2833),57904,28,57798,78,,,Singapore
,Singapore,2021-03-12,1.2833,103.8333,POINT(103.8333 1.2833),60080,29,59950,101,,,Singapore
,Singapore,2020-04-14,1.2833,103.8333,POINT(103.8333 1.2833),3252,10,611,2631,,,Singapore
,Singapore,2020-07-20,1.2833,103.8333,POINT(103.8333 1.2833),48035,27,44371,3637,,,Singapore
,Singapore,2021-08-11,1.2833,103.8333,POINT(103.8333 1.2833),65953,43,,,,,Singapore
,Singapore,2022-05-01,1.2833,103.8333,POINT(103.8333 1.2833),1193250,1336,,,,,Singapore
,Singapore,2020-03-12,1.2833,103.8333,POINT(103.8333 1.2833),178,0,96,,,,
,Singapore,2022-03-28,1.2833,103.8333,POINT(103.8333 1.2833),1072005,1254,,,,,Singapore
,Singapore,2022-08-26,1.2833,103.8333,POINT(103.8333 1.2833),1829361,1588,,,,,Singapore
,Singapore,2020-05-29,1.2833,103.8333,POINT(103.8333 1.2833),33860,23,19631,14206,,,Singapore
,Singapore,2021-08-29,1.2833,103.8333,POINT(103.8333 1.2833),67171,55,,,,,Singapore
,Singapore,2020-09-14,1.2833,103.8333,POINT(103.8333 1.2833),57454,27,56802,625,,,Singapore
,Singapore,2022-02-18,1.2833,103.8333,POINT(103.8333 1.2833),551519,937,,,,,Singapore
,Singapore,2021-09-21,1.2833,103.8333,POINT(103.8333 1.2833),79899,65,,,,,Singapore
,Singapore,2020-10-04,1.2833,103.8333,POINT(103.8333 1.2833),57812,27,57575,210,,,Singapore
,Singapore,2022-08-10,1.2833,103.8333,POINT(103.8333 1.2833),1773386,1543,,,,,Singapore
,Singapore,2020-10-07,1.2833,103.8333,POINT(103.8333 1.2833),57840,27,57624,189,,,Singapore
,Singapore,2021-10-08,1.2833,103.8333,POINT(103.8333 1.2833),120454,142,,,,,Singapore
,Singapore,2021-04-22,1.2833,103.8333,POINT(103.8333 1.2833),60904,30,60603,271,,,Singapore
,Singapore,2022-02-03,1.2833,103.8333,POINT(103.8333 1.2833),366473,860,,,,,Singapore
,Singapore,2021-03-27,1.2833,103.8333,POINT(103.8333 1.2833),60288,30,60113,145,,,Singapore
,Singapore,2020-11-09,1.2833,103.8333,POINT(103.8333 1.2833),58064,28,57981,55,,,Singapore
,Singapore,2022-03-13,1.2833,103.8333,POINT(103.8333 1.2833),939436,1145,,,,,Singapore
,Singapore,2020-06-24,1.2833,103.8333,POINT(103.8333 1.2833),42623,26,36299,6298,,,Singapore
,Singapore,2022-08-07,1.2833,103.8333,POINT(103.8333 1.2833),1759575,1539,,,,,Singapore
,Singapore,2020-10-24,1.2833,103.8333,POINT(103.8333 1.2833),57965,28,57844,93,,,Singapore
,Singapore,2021-09-05,1.2833,103.8333,POINT(103.8333 1.2833),68660,55,,,,,Singapore
,Singapore,2021-09-23,1.2833,103.8333,POINT(103.8333 1.2833),82860,70,,,,,Singapore
,Singapore,2021-06-15,1.2833,103.8333,POINT(103.8333 1.2833),62315,34,61911,370,,,Singapore
,Singapore,2021-12-05,1.2833,103.8333,POINT(103.8333 1.2833),269211,759,,,,,Singapore
,Singapore,2022-05-17,1.2833,103.8333,POINT(103.8333 1.2833),1240233,1367,,,,,Singapore
,Singapore,2021-02-02,1.2833,103.8333,POINT(103.8333 1.2833),59584,29,59301,254,,,Singapore
,Singapore,2020-04-24,1.2833,103.8333,POINT(103.8333 1.2833),12075,12,956,11107,,,Singapore
,Singapore,2021-12-23,1.2833,103.8333,POINT(103.8333 1.2833),277042,820,,,,,Singapore
,Singapore,2021-03-19,1.2833,103.8333,POINT(103.8333 1.2833),60167,30,60019,118,,,Singapore
,Singapore,2022-08-25,1.2833,103.8333,POINT(103.8333 1.2833),1827229,1587,,,,,Singapore
,Singapore,2020-11-29,1.2833,103.8333,POINT(103.8333 1.2833),58213,29,58124,60,,,Singapore
,Singapore,2022-03-21,1.2833,103.8333,POINT(103.8333 1.2833),1022555,1208,,,,,Singapore
,Singapore,2021-04-12,1.2833,103.8333,POINT(103.8333 1.2833),60678,30,60357,291,,,Singapore
,Singapore,2022-02-28,1.2833,103.8333,POINT(103.8333 1.2833),724424,1019,,,,,Singapore
,Singapore,2022-04-01,1.2833,103.8333,POINT(103.8333 1.2833),1101438,1270,,,,,Singapore
,Singapore,2022-05-18,1.2833,103.8333,POINT(103.8333 1.2833),1240233,1369,,,,,Singapore
,Singapore,2021-05-29,1.2833,103.8333,POINT(103.8333 1.2833),62003,32,61423,548,,,Singapore
,Singapore,2021-01-05,1.2833,103.8333,POINT(103.8333 1.2833),58749,29,58517,203,,,Singapore
,Singapore,2022-01-11,1.2833,103.8333,POINT(103.8333 1.2833),287243,838,,,,,Singapore
,Singapore,2021-01-22,1.2833,103.8333,POINT(103.8333 1.2833),59250,29,58983,238,,,Singapore
,Singapore,2021-04-06,1.2833,103.8333,POINT(103.8333 1.2833),60519,30,60239,250,,,Singapore
,Singapore,2020-07-10,1.2833,103.8333,POINT(103.8333 1.2833),45614,26,41780,3808,,,Singapore
,Singapore,2022-05-24,1.2833,103.8333,POINT(103.8333 1.2833),1278113,1378,,,,,Singapore
,Singapore,2022-09-11,1.2833,103.8333,POINT(103.8333 1.2833),1859937,1602,,,,,Singapore
,Singapore,2020-09-10,1.2833,103.8333,POINT(103.8333 1.2833),57229,27,56558,644,,,Singapore
,Singapore,2020-06-15,1.2833,103.8333,POINT(103.8333 1.2833),40818,26,30366,10426,,,Singapore
,Singapore,2022-06-04,1.2833,103.8333,POINT(103.8333 1.2833),1316728,1392,,,,,Singapore
,Singapore,2020-04-15,1.2833,103.8333,POINT(103.8333 1.2833),3699,10,652,3037,,,Singapore
,Singapore,2021-10-02,1.2833,103.8333,POINT(103.8333 1.2833),101786,107,,,,,Singapore
,Singapore,2021-11-19,1.2833,103.8333,POINT(103.8333 1.2833),248587,641,,,,,Singapore
,Singapore,2021-07-02,1.2833,103.8333,POINT(103.8333 1.2833),62599,36,62250,313,,,Singapore
,Singapore,2020-11-03,1.2833,103.8333,POINT(103.8333 1.2833),58029,28,57937,64,,,Singapore
,Singapore,2020-05-10,1.2833,103.8333,POINT(103.8333 1.2833),23336,20,2721,20595,,,Singapore
,Singapore,2021-08-19,1.2833,103.8333,POINT(103.8333 1.2833),66366,46,,,,,Singapore
,Singapore,2022-06-21,1.2833,103.8333,POINT(103.8333 1.2833),1378090,1405,,,,,Singapore
,Singapore,2022-08-30,1.2833,103.8333,POINT(103.8333 1.2833),1837090,1592,,,,,Singapore
,Singapore,2021-12-12,1.2833,103.8333,POINT(103.8333 1.2833),273362,794,,,,,Singapore
,Singapore,2020-12-17,1.2833,103.8333,POINT(103.8333 1.2833),58377,29,58252,96,,,Singapore
,Singapore,2020-10-01,1.2833,103.8333,POINT(103.8333 1.2833),57784,27,57512,245,,,Singapore
,Singapore,2022-06-24,1.2833,103.8333,POINT(103.8333 1.2833),1397074,1408,,,,,Singapore
,Singapore,2020-12-18,1.2833,103.8333,POINT(103.8333 1.2833),58386,29,58265,92,,,Singapore
,Singapore,2021-10-22,1.2833,103.8333,POINT(103.8333 1.2833),165663,294,,,,,Singapore
,Singapore,2021-05-18,1.2833,103.8333,POINT(103.8333 1.2833),61651,31,61134,486,,,Singapore
,Singapore,2020-11-18,1.2833,103.8333,POINT(103.8333 1.2833),58135,28,58046,61,,,Singapore
,Singapore,2020-06-18,1.2833,103.8333,POINT(103.8333 1.2833),41473,26,32712,8735,,,Singapore
,Singapore,2021-01-11,1.2833,103.8333,POINT(103.8333 1.2833),58929,29,58668,232,,,Singapore
,Singapore,2022-08-12,1.2833,103.8333,POINT(103.8333 1.2833),1786643,1552,,,,,Singapore
,Singapore,2021-07-06,1.2833,103.8333,POINT(103.8333 1.2833),62640,36,62313,291,,,Singapore
,Singapore,2021-12-10,1.2833,103.8333,POINT(103.8333 1.2833),272433,783,,,,,Singapore
,Singapore,2021-06-28,1.2833,103.8333,POINT(103.8333 1.2833),62553,36,62212,305,,,Singapore
,Singapore,2021-10-06,1.2833,103.8333,POINT(103.8333 1.2833),113381,133,,,,,Singapore
,Singapore,2022-06-08,1.2833,103.8333,POINT(103.8333 1.2833),1329225,1394,,,,,Singapore
,Singapore,2020-07-13,1.2833,103.8333,POINT(103.8333 1.2833),46283,26,42541,3716,,,Singapore
,Singapore,2022-02-08,1.2833,103.8333,POINT(103.8333 1.2833),418640,877,,,,,Singapore
,Singapore,2022-04-19,1.2833,103.8333,POINT(103.8333 1.2833),1167498,1317,,,,,Singapore
,Singapore,2020-03-06,1.2833,103.8333,POINT(103.8333 1.2833),130,0,78,,,,
,Singapore,2022-07-18,1.2833,103.8333,POINT(103.8333 1.2833),1602273,1457,,,,,Singapore
,Singapore,2022-02-01,1.2833,103.8333,POINT(103.8333 1.2833),359075,858,,,,,Singapore
,Singapore,2021-06-12,1.2833,103.8333,POINT(103.8333 1.2833),62224,34,61799,391,,,Singapore
,Singapore,2021-12-09,1.2833,103.8333,POINT(103.8333 1.2833),271979,779,,,,,Singapore
,Singapore,2020-10-13,1.2833,103.8333,POINT(103.8333 1.2833),57884,28,57740,116,,,Singapore
,Singapore,2020-11-13,1.2833,103.8333,POINT(103.8333 1.2833),58114,28,58008,78,,,Singapore
,Singapore,2021-06-21,1.2833,103.8333,POINT(103.8333 1.2833),62430,35,62070,325,,,Singapore
,Singapore,2021-03-29,1.2833,103.8333,POINT(103.8333 1.2833),60321,30,60131,160,,,Singapore
,Singapore,2021-12-26,1.2833,103.8333,POINT(103.8333 1.2833),277764,822,,,,,Singapore
,Singapore,2021-11-16,1.2833,103.8333,POINT(103.8333 1.2833),241341,612,,,,,Singapore
,Singapore,2022-08-28,1.2833,103.8333,POINT(103.8333 1.2833),1832780,1591,,,,,Singapore
,Singapore,2022-07-02,1.2833,103.8333,POINT(103.8333 1.2833),1461107,1416,,,,,Singapore
,Singapore,2020-06-05,1.2833,103.8333,POINT(103.8333 1.2833),37183,24,24209,12950,,,Singapore
,Singapore,2021-02-21,1.2833,103.8333,POINT(103.8333 1.2833),59869,29,59731,109,,,Singapore
,Singapore,2021-02-04,1.2833,103.8333,POINT(103.8333 1.2833),59624,29,59348,247,,,Singapore
,Singapore,2020-10-21,1.2833,103.8333,POINT(103.8333 1.2833),57933,28,57821,84,,,Singapore
,Singapore,2021-07-31,1.2833,103.8333,POINT(103.8333 1.2833),64981,37,62863,2081,,,Singapore
,Singapore,2021-03-14,1.2833,103.8333,POINT(103.8333 1.2833),60105,30,59968,107,,,Singapore
,Singapore,2022-03-11,1.2833,103.8333,POINT(103.8333 1.2833),917103,1129,,,,,Singapore
,Singapore,2020-08-05,1.2833,103.8333,POINT(103.8333 1.2833),54254,27,47768,6459,,,Singapore
,Singapore,2021-05-02,1.2833,103.8333,POINT(103.8333 1.2833),61218,31,60786,401,,,Singapore
,Singapore,2022-03-26,1.2833,103.8333,POINT(103.8333 1.2833),1067157,1246,,,,,Singapore
,Singapore,2020-09-05,1.2833,103.8333,POINT(103.8333 1.2833),56982,27,56267,688,,,Singapore
,Singapore,2021-05-30,1.2833,103.8333,POINT(103.8333 1.2833),62028,33,61434,561,,,Singapore
,Singapore,2020-08-16,1.2833,103.8333,POINT(103.8333 1.2833),55747,27,51953,3767,,,Singapore
,Singapore,2020-09-16,1.2833,103.8333,POINT(103.8333 1.2833),57514,27,56955,532,,,Singapore
,Singapore,2022-01-25,1.2833,103.8333,POINT(103.8333 1.2833),322770,850,,,,,Singapore
,Singapore,2020-06-16,1.2833,103.8333,POINT(103.8333 1.2833),40969,26,31163,9780,,,Singapore
,Singapore,2020-07-16,1.2833,103.8333,POINT(103.8333 1.2833),47126,27,43256,3843,,,Singapore
,Singapore,2020-04-16,1.2833,103.8333,POINT(103.8333 1.2833),4427,10,683,3734,,,Singapore
,Singapore,2020-05-16,1.2833,103.8333,POINT(103.8333 1.2833),27356,22,8342,18992,,,Singapore
,Singapore,2021-08-05,1.2833,103.8333,POINT(103.8333 1.2833),65508,40,,,,,Singapore
,Singapore,2022-02-20,1.2833,103.8333,POINT(103.8333 1.2833),582638,945,,,,,Singapore
,Singapore,2022-09-25,1.2833,103.8333,POINT(103.8333 1.2833),1891341,1610,,,,,Singapore
,Singapore,2020-09-11,1.2833,103.8333,POINT(103.8333 1.2833),57315,27,56607,681,,,Singapore
,Singapore,2021-05-15,1.2833,103.8333,POINT(103.8333 1.2833),61536,31,61062,443,,,Singapore
,Singapore,2022-07-05,1.2833,103.8333,POINT(103.8333 1.2833),1485964,1421,,,,,Singapore
,Singapore,2021-02-25,1.2833,103.8333,POINT(103.8333 1.2833),59900,29,59785,86,,,Singapore
,Singapore,2022-07-13,1.2833,103.8333,POINT(103.8333 1.2833),1557648,1440,,,,,Singapore
,Singapore,2021-11-03,1.2833,103.8333,POINT(103.8333 1.2833),207975,442,,,,,Singapore
,Singapore,2020-12-23,1.2833,103.8333,POINT(103.8333 1.2833),58482,29,58322,131,,,Singapore
,Singapore,2022-07-23,1.2833,103.8333,POINT(103.8333 1.2833),1652981,1472,,,,,Singapore
,Singapore,2022-04-15,1.2833,103.8333,POINT(103.8333 1.2833),1155581,1310,,,,,Singapore
,Singapore,2021-11-21,1.2833,103.8333,POINT(103.8333 1.2833),252188,662,,,,,Singapore
,Singapore,2022-04-23,1.2833,103.8333,POINT(103.8333 1.2833),1180124,1325,,,,,Singapore
,Singapore,2021-07-17,1.2833,103.8333,POINT(103.8333 1.2833),62981,36,62512,433,,,Singapore
,Singapore,2021-02-17,1.2833,103.8333,POINT(103.8333 1.2833),59821,29,59676,116,,,Singapore
,Singapore,2020-05-07,1.2833,103.8333,POINT(103.8333 1.2833),20939,20,1712,19207,,,Singapore
,Singapore,2022-05-03,1.2833,103.8333,POINT(103.8333 1.2833),1202546,1338,,,,,Singapore
,Singapore,2021-03-10,1.2833,103.8333,POINT(103.8333 1.2833),60062,29,59911,122,,,Singapore
,Singapore,2021-04-27,1.2833,103.8333,POINT(103.8333 1.2833),61063,30,60704,329,,,Singapore
,Singapore,2022-04-09,1.2833,103.8333,POINT(103.8333 1.2833),1135428,1299,,,,,Singapore
,Singapore,2021-05-07,1.2833,103.8333,POINT(103.8333 1.2833),61311,31,60906,374,,,Singapore
,Singapore,2022-02-13,1.2833,103.8333,POINT(103.8333 1.2833),469495,897,,,,,Singapore
,Singapore,2021-10-18,1.2833,103.8333,POINT(103.8333 1.2833),150731,239,,,,,Singapore
,Singapore,2020-10-23,1.2833,103.8333,POINT(103.8333 1.2833),57951,28,57832,91,,,Singapore
,Singapore,2020-09-07,1.2833,103.8333,POINT(103.8333 1.2833),57044,27,56408,609,,,Singapore
,Singapore,2020-07-07,1.2833,103.8333,POINT(103.8333 1.2833),45140,26,41002,4112,,,Singapore
,Singapore,2021-10-17,1.2833,103.8333,POINT(103.8333 1.2833),148178,233,,,,,Singapore
,Singapore,2020-03-23,1.2833,103.8333,POINT(103.8333 1.2833),509,2,152,355,,,Singapore
,Singapore,2020-07-23,1.2833,103.8333,POINT(103.8333 1.2833),49098,27,45015,4056,,,Singapore
,Singapore,2022-10-06,1.2833,103.8333,POINT(103.8333 1.2833),1936270,1625,,,,,Singapore
,Singapore,2022-09-09,1.2833,103.8333,POINT(103.8333 1.2833),1856673,1602,,,,,Singapore
,Singapore,2021-11-12,1.2833,103.8333,POINT(103.8333 1.2833),233176,562,,,,,Singapore
,Singapore,2022-07-30,1.2833,103.8333,POINT(103.8333 1.2833),1708950,1497,,,,,Singapore
,Singapore,2020-11-11,1.2833,103.8333,POINT(103.8333 1.2833),58091,28,57990,73,,,Singapore
,Singapore,2021-11-04,1.2833,103.8333,POINT(103.8333 1.2833),210978,459,,,,,Singapore
,Singapore,2020-12-11,1.2833,103.8333,POINT(103.8333 1.2833),58305,29,58192,84,,,Singapore
,Singapore,2021-02-16,1.2833,103.8333,POINT(103.8333 1.2833),59810,29,59661,120,,,Singapore
,Singapore,2022-07-22,1.2833,103.8333,POINT(103.8333 1.2833),1645092,1468,,,,,Singapore
,Singapore,2020-10-11,1.2833,103.8333,POINT(103.8333 1.2833),57876,27,57705,144,,,Singapore
,Singapore,2021-11-20,1.2833,103.8333,POINT(103.8333 1.2833),250518,654,,,,,Singapore
,Singapore,2020-04-28,1.2833,103.8333,POINT(103.8333 1.2833),14951,14,1128,13809,,,Singapore
,Singapore,2020-03-08,1.2833,103.8333,POINT(103.8333 1.2833),150,0,78,,,,
,Singapore,2021-07-26,1.2833,103.8333,POINT(103.8333 1.2833),64314,37,62617,1660,,,Singapore
,Singapore,2020-05-28,1.2833,103.8333,POINT(103.8333 1.2833),33249,23,18294,14932,,,Singapore
,Singapore,2021-12-29,1.2833,103.8333,POINT(103.8333 1.2833),278750,826,,,,,Singapore
,Singapore,2022-07-14,1.2833,103.8333,POINT(103.8333 1.2833),1569420,1444,,,,,Singapore
,Singapore,2022-07-06,1.2833,103.8333,POINT(103.8333 1.2833),1495953,1423,,,,,Singapore
,Singapore,2021-02-08,1.2833,103.8333,POINT(103.8333 1.2833),59721,29,59484,208,,,Singapore
,Singapore,2020-03-28,1.2833,103.8333,POINT(103.8333 1.2833),802,2,198,602,,,Singapore
,Singapore,2022-04-08,1.2833,103.8333,POINT(103.8333 1.2833),1132169,1297,,,,,Singapore
,Singapore,2022-02-12,1.2833,103.8333,POINT(103.8333 1.2833),460075,893,,,,,Singapore
,Singapore,2021-05-22,1.2833,103.8333,POINT(103.8333 1.2833),61799,32,61277,490,,,Singapore
,Singapore,2022-04-24,1.2833,103.8333,POINT(103.8333 1.2833),1182168,1325,,,,,Singapore
,Singapore,2021-06-01,1.2833,103.8333,POINT(103.8333 1.2833),62069,33,61481,555,,,Singapore
,Singapore,2021-07-18,1.2833,103.8333,POINT(103.8333 1.2833),63073,36,62526,511,,,Singapore
,Singapore,2021-03-11,1.2833,103.8333,POINT(103.8333 1.2833),60070,29,59939,102,,,Singapore
,Singapore,2022-03-29,1.2833,103.8333,POINT(103.8333 1.2833),1085094,1258,,,,,Singapore
,Singapore,2021-04-28,1.2833,103.8333,POINT(103.8333 1.2833),61086,30,60718,338,,,Singapore
,Singapore,2021-05-06,1.2833,103.8333,POINT(103.8333 1.2833),61286,31,60873,382,,,Singapore
,Singapore,2022-06-27,1.2833,103.8333,POINT(103.8333 1.2833),1413667,1409,,,,,Singapore
,Singapore,2020-04-11,1.2833,103.8333,POINT(103.8333 1.2833),2299,8,528,1763,,,Singapore
,Singapore,2020-05-11,1.2833,103.8333,POINT(103.8333 1.2833),23822,21,3225,20576,,,Singapore
,Singapore,2020-10-28,1.2833,103.8333,POINT(103.8333 1.2833),57987,28,57890,69,,,Singapore
,Singapore,2020-11-28,1.2833,103.8333,POINT(103.8333 1.2833),58205,29,58119,57,,,Singapore
,Singapore,2020-06-11,1.2833,103.8333,POINT(103.8333 1.2833),39387,25,27286,12076,,,Singapore
,Singapore,2020-08-11,1.2833,103.8333,POINT(103.8333 1.2833),55353,27,50128,5198,,,Singapore
,Singapore,2021-08-20,1.2833,103.8333,POINT(103.8333 1.2833),66406,47,,,,,Singapore
,Singapore,2020-07-11,1.2833,103.8333,POINT(103.8333 1.2833),45783,26,42026,3731,,,Singapore
,Singapore,2021-03-03,1.2833,103.8333,POINT(103.8333 1.2833),59979,29,59849,101,,,Singapore
,Singapore,2022-05-10,1.2833,103.8333,POINT(103.8333 1.2833),1225024,1356,,,,,Singapore
,Singapore,2020-12-28,1.2833,103.8333,POINT(103.8333 1.2833),58529,29,58386,114,,,Singapore
,Singapore,2022-10-05,1.2833,103.8333,POINT(103.8333 1.2833),1930062,1624,,,,,Singapore
,Singapore,2021-08-13,1.2833,103.8333,POINT(103.8333 1.2833),66061,44,,,,,Singapore
,Singapore,2021-10-25,1.2833,103.8333,POINT(103.8333 1.2833),175818,329,,,,,Singapore
,Singapore,2022-07-19,1.2833,103.8333,POINT(103.8333 1.2833),1616067,1460,,,,,Singapore
,Singapore,2022-08-27,1.2833,103.8333,POINT(103.8333 1.2833),1831332,1590,,,,,Singapore
,Singapore,2020-12-31,1.2833,103.8333,POINT(103.8333 1.2833),58599,29,58449,121,,,Singapore
,Singapore,2021-07-04,1.2833,103.8333,POINT(103.8333 1.2833),62617,36,62286,295,,,Singapore
,Singapore,2021-05-01,1.2833,103.8333,POINT(103.8333 1.2833),61179,31,60765,383,,,Singapore
,Singapore,2022-03-12,1.2833,103.8333,POINT(103.8333 1.2833),929735,1139,,,,,Singapore
,Singapore,2020-04-04,1.2833,103.8333,POINT(103.8333 1.2833),1189,6,297,886,,,Singapore
,Singapore,2022-09-07,1.2833,103.8333,POINT(103.8333 1.2833),1852286,1601,,,,,Singapore
,Singapore,2022-04-20,1.2833,103.8333,POINT(103.8333 1.2833),1170970,1319,,,,,Singapore
,Singapore,2020-05-09,1.2833,103.8333,POINT(103.8333 1.2833),22460,20,2296,20144,,,Singapore
,Singapore,2021-06-24,1.2833,103.8333,POINT(103.8333 1.2833),62493,35,62140,318,,,Singapore
,Singapore,2022-02-04,1.2833,103.8333,POINT(103.8333 1.2833),379681,866,,,,,Singapore
,Singapore,2021-03-28,1.2833,103.8333,POINT(103.8333 1.2833),60300,30,60122,148,,,Singapore
,Singapore,2020-10-08,1.2833,103.8333,POINT(103.8333 1.2833),57849,27,57668,154,,,Singapore
,Singapore,2020-11-08,1.2833,103.8333,POINT(103.8333 1.2833),58056,28,57975,53,,,Singapore
,Singapore,2020-09-03,1.2833,103.8333,POINT(103.8333 1.2833),56908,27,56028,853,,,Singapore
,Singapore,2022-03-06,1.2833,103.8333,POINT(103.8333 1.2833),832821,1078,,,,,Singapore
,Singapore,2021-06-08,1.2833,103.8333,POINT(103.8333 1.2833),62219,34,61702,483,,,Singapore
,Singapore,2022-03-14,1.2833,103.8333,POINT(103.8333 1.2833),948478,1153,,,,,Singapore
,Singapore,2020-06-03,1.2833,103.8333,POINT(103.8333 1.2833),36405,24,23582,12799,,,Singapore
,Singapore,2020-05-03,1.2833,103.8333,POINT(103.8333 1.2833),18205,18,1408,16779,,,Singapore
,Singapore,2020-03-31,1.2833,103.8333,POINT(103.8333 1.2833),926,3,240,683,,,Singapore
,Singapore,2020-04-03,1.2833,103.8333,POINT(103.8333 1.2833),1114,5,282,827,,,Singapore
,Singapore,2020-12-08,1.2833,103.8333,POINT(103.8333 1.2833),58285,29,58176,80,,,Singapore
,Singapore,2021-06-16,1.2833,103.8333,POINT(103.8333 1.2833),62339,34,61931,374,,,Singapore
,Singapore,2022-03-22,1.2833,103.8333,POINT(103.8333 1.2833),1035721,1214,,,,,Singapore
,Singapore,2020-03-11,1.2833,103.8333,POINT(103.8333 1.2833),178,0,96,,,,
,Singapore,2021-03-18,1.2833,103.8333,POINT(103.8333 1.2833),60152,30,60014,108,,,Singapore
,Singapore,2021-12-30,1.2833,103.8333,POINT(103.8333 1.2833),279061,827,,,,,Singapore
,Singapore,2020-07-03,1.2833,103.8333,POINT(103.8333 1.2833),44479,26,39769,4684,,,Singapore
,Singapore,2021-03-26,1.2833,103.8333,POINT(103.8333 1.2833),60265,30,60103,132,,,Singapore
,Singapore,2020-08-03,1.2833,103.8333,POINT(103.8333 1.2833),53051,27,47179,5845,,,Singapore
,Singapore,2021-12-06,1.2833,103.8333,POINT(103.8333 1.2833),269873,763,,,,,Singapore
,Singapore,2022-08-24,1.2833,103.8333,POINT(103.8333 1.2833),1824832,1586,,,,,Singapore
,Singapore,2021-10-10,1.2833,103.8333,POINT(103.8333 1.2833),126966,162,,,,,Singapore
,Singapore,2021-09-22,1.2833,103.8333,POINT(103.8333 1.2833),81356,68,,,,,Singapore
,Singapore,2022-07-29,1.2833,103.8333,POINT(103.8333 1.2833),1702392,1494,,,,,Singapore
,Singapore,2022-09-02,1.2833,103.8333,POINT(103.8333 1.2833),1843236,1594,,,,,Singapore
,Singapore,2021-12-22,1.2833,103.8333,POINT(103.8333 1.2833),276720,818,,,,,Singapore
,Singapore,2020-09-08,1.2833,103.8333,POINT(103.8333 1.2833),57091,27,56461,603,,,Singapore
,Singapore,2021-02-01,1.2833,103.8333,POINT(103.8333 1.2833),59565,29,59271,265,,,Singapore
,Singapore,2020-07-19,1.2833,103.8333,POINT(103.8333 1.2833),47912,27,44086,3799,,,Singapore
,Singapore,2022-10-04,1.2833,103.8333,POINT(103.8333 1.2833),1924139,1624,,,,,Singapore
,Singapore,2020-11-30,1.2833,103.8333,POINT(103.8333 1.2833),58218,29,58134,55,,,Singapore
,Singapore,2022-09-16,1.2833,103.8333,POINT(103.8333 1.2833),1871900,1605,,,,,Singapore
,Singapore,2020-08-19,1.2833,103.8333,POINT(103.8333 1.2833),56031,27,52810,3194,,,Singapore
,Singapore,2021-11-14,1.2833,103.8333,POINT(103.8333 1.2833),237203,586,,,,,Singapore
,Singapore,2022-07-16,1.2833,103.8333,POINT(103.8333 1.2833),1589099,1450,,,,,Singapore
,Singapore,2020-08-30,1.2833,103.8333,POINT(103.8333 1.2833),56771,27,55586,1158,,,Singapore
,Singapore,2021-02-14,1.2833,103.8333,POINT(103.8333 1.2833),59800,29,59621,150,,,Singapore
,Singapore,2022-07-20,1.2833,103.8333,POINT(103.8333 1.2833),1626360,1463,,,,,Singapore
